remote,exam_total,pid,anid,l01q1,l01q2,l01q3,l01q4,l01q5,l01q6,l01q7,l01q8,l01q9,l01q10,l02q1,l02q2,l02q3,l02q4,l02q5,l02q6,l02q7,l02q8,l02q9,l02q10,l02q11,l02q12,l02q13,l03q1,l03q2,l03q3,l03q4,l03q5,l03q6,l03q7,l03q8,l03q9,l03q10,l04q1,l04q2,l04q3,l04q4,l04q5,l04q6,l04q7,l04q8,l04q9,l04q10,l04q11,l04q12,l04q13,l04q14,l05q1,l05q2,l05q3,l05q4,l05q5,l05q6,l05q7,l05q8,l05q9,l05q10,l06q1,l06q2,l06q3,l06q4,l06q5,l06q6,l06q7,l06q8,l07q1,l07q2,l07q3,l07q4,l07q5,l07q6,l07q7,l07q8,l07q9,l07q10,l07q11,l07q12,l07q13,l07q14,l07q15,l07q16,l07q17,l08q1,l08q2,l08q3,l08q4,l09q1,l09q2,l09q3,l09q4,l09q5,l09q6,l09q7,l09q8,l09q9,l10q1,l10q2,l10q3,l10q4,l10q5,l10q6,l10q7,l10q8,l11q1,l11q2,l11q3,l11q4,l11q5,l11q6,l11q7,l11q8,l12q1,l12q2,l12q3,l12q4,l12q5,l12q6,l12q7,l12q8,l12q9,l12q10,l12q11,l13q1,l13q2,l13q3,l13q4,l13q5,l13q6,l13q7,l14q1,l14q2,l14q3,l14q4,l14q5,l14q6,l14q7,l15q1,l15q2,l15q3,l15q4,l15q5,l15q6,l15q7,l16q1,l16q2,l16q3,l16q4,l16q5,l16q6,l16q7,l16q8,l16q9,l17q1,l17q2,l17q3,l17q4,l17q5,l17q6,l17q7,l17q8,l17q9
#908C2834,61,A99055294,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,1,3,3,3,4,4,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,4,4,2,3,1,3,1,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,2,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,3,4,4,1,3,3,3,2,3,4,4,4,2,3,4,4,1,2
#908D908D,78.5,A11557029,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4,3,1,4,NA,1,NA,NA,4,4,3,3,1,5,2,3,NA,3,4,NA,2,1,2,5,4,NA,4,NA,3,4,2,4,2,1,1,1,1,3,3,NA,NA,NA,NA,4,3,4,NA,4,1,2,2,1,2,4,4,4,NA,NA,NA,NA,3,5,3,3,2,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,2,NA,3,NA,1,3,NA,2,2,2,2,1,NA,5,4,2,2,3,3,1,NA,5,NA,NA,1,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,5,2,3,1,2,1,1,2,NA,3,2,2,4,3,2,5
#90D4DB9F,64.5,A99044591,103,3,2,1,1,4,3,2,4,5,2,NA,1,4,5,3,5,4,4,2,3,2,NA,1,3,4,4,3,3,1,1,1,1,1,NA,5,5,1,3,1,2,2,2,3,4,1,4,2,1,2,2,4,4,4,4,1,4,1,5,5,5,5,4,4,5,5,NA,NA,NA,NA,4,3,2,2,1,1,5,5,5,5,5,5,5,1,4,1,1,3,3,1,3,2,1,2,2,3,3,3,2,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,4,4,5,2,4,4,4,3,1,1,4,4,5,5,5,5,2,5,4,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
#91179610,61,A12030884,131,2,2,1,1,3,3,2,3,5,1,1,4,3,5,3,3,3,4,NA,2,2,2,1,5,4,4,3,3,1,1,1,1,2,1,1,4,4,3,1,1,5,5,2,4,4,3,2,1,2,2,4,4,4,4,2,3,1,1,1,3,3,3,3,3,3,1,1,2,1,4,3,4,1,3,2,4,3,1,4,4,2,1,2,2,2,2,2,3,3,3,2,2,2,4,4,1,1,1,1,3,3,3,3,1,1,5,5,2,2,2,2,3,2,3,2,2,3,2,3,3,4,3,2,2,2,2,3,3,5,2,2,4,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,3,3,2,3,3,3,5,4,4,3,1,1,2,5
#913908A0,71.5,A12093033,111,2,2,1,1,3,3,2,3,3,1,1,3,3,1,NA,3,4,4,4,4,4,2,1,2,4,4,3,3,2,4,4,1,1,3,4,4,2,3,1,1,2,3,3,4,3,3,1,1,1,1,4,4,4,4,2,1,2,1,1,3,3,4,1,1,2,1,1,2,3,4,3,4,1,4,4,4,1,2,4,4,1,1,3,4,2,2,3,3,2,3,2,2,2,1,1,3,1,1,1,3,3,3,3,1,1,5,5,2,1,NA,5,1,3,3,2,2,3,3,3,3,3,3,3,3,3,2,1,5,3,2,2,4,4,5,2,2,1,1,4,4,2,2,1,3,NA,5,3,3,2,2,4,4,5,5,2,4,5,1,1,3,2
#91390AA2,61.5,A12100509,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,3,1,NA,1,NA,NA,5,NA,1,3,3,NA,1,2,3,NA,3,3,4,NA,1,2,NA,4,NA,4,4,4,4,2,4,4,2,NA,3,1,2,NA,2,4,2,1,4,3,2,NA,1,NA,2,2,NA,1,2,2,NA,4,4,1,1,3,NA,1,3,2,3,2,4,NA,3,3,1,NA,2,3,2,3,3,1,4,NA,2,1,2,3,2,2,2,2,4,2,2,4,4,3,NA,2,NA,1,NA,1,NA,3,2,2,4,4,3,NA,2,2,NA,2,NA,1,1,1,3,NA,5,3,3,3,NA,3,NA,2,2,2,NA,NA,2,1,1,4
#913D8E22,72.5,A91009904,100,2,2,1,1,3,3,2,3,3,2,1,3,3,1,2,3,4,4,2,4,1,3,1,5,5,4,3,3,2,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,2,5,2,4,2,5,1,4,4,2,2,3,3,3,3,1,2,3,3,4,5,4,3,3,2,3,2,2,1,4,4,4,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,3,3,3,1,3,2,5,1,1,2,3,3,2,3,3,2,4,4,2,1,2,2,4,2,1,2,1,1,4,2,2,1,1,1,1,1,1,1,3,2,1,3,1,3,3,3,3,4,3,4,3,3,2,2,4,4,3,1,2,4,4
#913D9438,75,A11853225,83,2,2,1,4,4,3,2,3,3,1,1,4,3,1,3,3,5,4,3,3,1,2,1,1,4,4,4,1,5,3,3,1,1,3,1,4,2,3,1,4,NA,3,4,NA,4,3,2,1,2,2,4,4,4,4,2,3,1,3,1,3,4,NA,3,1,1,1,1,2,1,4,3,2,4,2,2,2,1,1,3,3,3,3,2,4,1,1,5,5,2,3,2,2,2,3,2,1,1,1,1,1,3,3,4,1,1,4,5,1,2,3,3,2,NA,3,2,2,3,3,4,1,3,4,2,2,1,5,3,3,4,2,2,NA,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,3,2,2,2,3,3,3,4,4,3,4,4,5,3
#91619F6F,54,A11230213,212,2,2,1,1,3,3,2,2,2,4,1,3,NA,3,3,3,3,4,3,3,3,2,1,4,4,4,2,3,1,2,2,4,1,NA,2,4,3,3,1,1,2,2,2,2,1,1,2,1,1,2,3,NA,5,4,4,3,1,3,1,4,2,NA,NA,NA,NA,NA,3,2,2,4,3,1,NA,1,1,1,2,2,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,3,2,1,2,1,NA,3,3,2,2,4,1,2,4,3,NA,2,2,3,NA,1,5,2,NA,NA,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,2,1,2,1,2,NA,NA,NA,NA,1,2,2,3,3
#9161A757,61,A11511403,162,2,2,1,1,3,3,2,1,3,2,1,3,3,1,3,5,2,4,3,3,3,2,2,4,4,4,2,2,2,2,4,2,2,NA,1,4,3,3,1,3,2,4,4,5,4,3,2,1,2,2,2,4,2,4,2,3,1,1,1,4,4,3,3,1,1,1,2,2,1,4,3,1,1,5,2,1,1,2,4,4,3,3,3,3,1,1,1,3,3,3,2,3,2,3,4,1,1,1,1,1,3,5,3,1,NA,5,3,2,1,3,3,2,3,3,2,2,4,3,2,2,3,4,2,2,3,5,3,3,2,1,2,4,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,1,3,5,2,4,3,3,4,4,4,5,2,4,3,2,2,4,3
#916A847F,74.5,A12052859,52,2,2,1,1,3,3,2,3,3,2,1,2,3,1,3,3,5,4,2,3,4,2,1,2,4,4,3,3,2,5,4,1,1,4,4,4,3,4,1,2,2,2,NA,4,4,3,2,1,1,2,4,4,4,4,2,3,1,1,1,3,3,2,3,2,2,1,4,4,1,4,3,1,1,4,3,2,2,2,1,4,1,1,5,4,2,2,4,4,3,3,2,2,2,4,4,2,2,1,1,1,5,4,4,3,NA,3,1,2,2,3,3,4,3,3,2,2,3,2,3,4,4,3,2,2,4,3,5,5,4,2,2,4,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,3,3,5,3,3,3,4,3,3,3,3,4,4,3,1,1,3,5
#916EE718,67,A12135142,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,3,3,2,4,3,3,4,4,1,4,3,2,3,3,4,1,4,2,1,5,NA,4,3,3,2,2,5,2,2,4,3,3,2,1,3,3,4,4,2,4,2,3,2,3,3,3,3,3,3,3,3,3,4,4,4,4,3,2,2,3,1,5,4,4,4,4,4,1,NA,NA,NA,NA,4,4,2,3,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,3,1,4,4,2,2,3,2,4,NA,1,3,2,2,3,4,2,2,1,2,2,1,1,3,3,2,1,4,2,NA,2,1,1,3,3,5,1,NA,3,3,2,2,2,2,3,3,4,2,5,2,2
#91707A9B,63.5,A11882737,105,2,2,1,1,2,3,2,3,3,2,2,1,3,1,3,5,4,4,4,4,2,2,1,4,4,4,2,3,2,3,4,1,1,2,4,4,4,5,1,2,2,4,2,4,3,3,2,1,3,3,2,4,4,4,5,4,5,1,2,2,3,4,5,4,3,1,3,2,1,5,3,1,1,1,2,2,3,2,2,4,1,1,4,4,4,2,3,3,3,2,2,3,3,5,2,1,1,1,1,5,3,1,1,5,1,5,3,2,1,3,5,4,3,3,2,2,4,3,4,4,3,3,2,2,1,5,1,1,4,1,1,4,3,2,2,1,2,3,1,1,1,2,5,1,1,5,2,1,4,4,3,3,3,3,2,2,3,4,4,5,5
#917358BA,62,A12471726,220,3,2,1,1,4,3,5,1,3,3,1,3,3,4,1,1,1,1,1,3,3,3,3,1,3,2,3,3,3,4,4,4,4,4,1,4,5,5,2,2,3,3,2,3,4,4,2,1,3,3,3,3,2,1,4,3,1,4,3,3,3,1,1,1,1,1,1,1,1,4,3,1,1,1,4,2,4,3,1,1,1,1,1,1,1,1,3,4,1,1,3,2,2,1,1,1,1,4,3,2,2,1,1,1,3,3,5,1,1,4,3,1,3,3,2,2,4,4,1,1,3,2,2,2,1,1,1,1,2,4,2,2,1,3,3,3,2,1,4,1,2,3,1,5,5,5,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
#93049E09,79,A11716021,40,1,2,1,1,3,3,2,3,3,1,1,3,3,1,5,5,4,NA,3,3,2,2,1,4,4,4,1,3,2,4,4,1,1,3,4,4,3,3,1,2,2,2,3,4,5,5,2,1,2,2,4,4,3,4,2,3,5,3,3,3,3,4,3,3,3,1,2,2,1,4,3,1,1,5,2,2,2,2,3,4,2,2,4,4,1,1,3,3,3,3,2,5,2,1,3,1,1,1,1,2,2,3,4,3,3,5,5,2,2,2,NA,1,3,3,2,2,3,2,3,3,3,4,2,2,3,3,1,5,4,2,2,4,4,2,2,2,2,3,2,1,1,2,5,1,4,5,1,1,4,1,3,3,3,3,4,4,3,3,3,3,3
#930531A7,71,A11596597,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,5,3,2,4,5,3,2,2,1,4,4,4,3,3,1,4,4,2,5,NA,NA,NA,2,2,2,2,2,3,1,4,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,1,1,1,2,3,NA,1,1,1,1,1,1,2,1,3,3,1,1,3,5,2,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,3,5,5,2,1,2,4,4,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,1,5,5,NA,5,1,5,3,4,3,4,4,1,5
#9322E958,19,A11424354,256,2,2,2,1,4,3,3,3,1,1,1,1,3,2,1,3,NA,NA,1,2,2,NA,3,4,NA,1,1,4,3,2,4,1,NA,4,1,4,2,1,1,1,3,3,NA,3,5,5,2,1,3,1,3,1,4,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,4,2,3,3,3,1,1,1,2,1,4,4,3,1,1,4,5,2,2,2,1,NA,1,1,3,2,1,NA,4,3,1,NA,1,1,3,1,5,5,1,1,NA,3,4,2,2,3,1,1,NA,NA,4,NA,4,1,3,5,1,3,NA,1,3,1,2,3,1,2,3,1,3,5,3
#9578EA07,72,A91081886,110,2,2,1,1,4,3,2,3,3,NA,NA,NA,3,5,3,5,5,5,3,3,1,1,3,2,4,4,3,3,2,4,4,2,2,NA,4,4,4,4,2,2,2,4,3,4,2,4,2,1,1,2,4,4,4,4,2,3,5,3,1,3,3,4,1,2,3,NA,NA,NA,1,4,3,1,1,4,2,2,2,2,2,4,2,2,4,4,2,2,3,5,3,3,2,3,3,1,2,1,1,1,1,4,4,3,3,3,3,5,5,2,1,1,3,3,2,2,3,2,5,3,4,4,3,3,2,2,3,1,1,2,4,NA,2,4,4,3,3,2,NA,1,2,1,2,2,3,1,3,2,3,3,2,4,3,3,3,3,2,2,3,4,3,1,5
#95B34563,54.5,A97068584,183,2,2,3,1,2,3,2,3,3,2,1,4,3,1,2,3,3,4,3,3,3,4,4,4,4,4,3,5,4,1,4,3,1,5,4,4,3,3,1,2,2,3,3,3,5,4,2,1,4,3,1,4,4,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,1,1,1,2,2,2,2,2,2,1,1,2,4,2,1,3,3,3,3,2,2,2,4,4,1,1,1,1,3,3,5,5,3,3,5,5,1,1,1,2,1,3,3,2,2,3,2,3,3,3,2,3,2,3,5,3,2,3,2,2,1,4,2,2,3,2,1,1,3,5,5,5,2,3,5,2,2,4,4,2,3,2,3,1,2,3,1,4,2,5
#95F2E186,59,A11758442,119,2,NA,4,NA,5,3,3,4,5,1,1,3,3,1,3,5,4,NA,5,3,2,2,1,NA,NA,4,3,3,4,2,4,1,1,1,1,4,5,3,1,1,2,3,3,4,5,3,2,1,1,1,4,4,2,4,NA,3,2,1,1,4,3,2,3,3,3,NA,3,3,1,4,2,1,1,4,2,2,1,1,4,4,1,1,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,NA,1,3,3,NA,1,5,NA,1,2,3,3,NA,1,3,2,2,4,5,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,5,5,1,4,5,4,2,1,1,2,1,1,3,3,NA,3,5,2,2,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
#963D00AB,76,A12961583,57,2,2,1,1,2,3,2,3,3,2,1,3,3,1,3,3,1,4,2,4,2,2,1,3,4,4,3,3,2,4,4,2,2,5,2,4,5,3,2,1,1,4,3,4,2,3,2,1,2,2,4,4,4,4,5,3,1,3,3,3,3,1,1,4,1,3,3,2,1,4,3,4,1,4,1,1,1,1,2,4,1,2,3,5,2,2,4,3,1,1,2,3,3,4,2,1,1,3,3,4,4,4,3,3,1,5,3,2,1,4,3,1,2,2,3,2,3,3,4,4,2,4,3,2,3,3,1,1,2,2,2,2,4,1,1,2,2,1,4,4,5,5,5,2,3,5,1,4,2,4,2,3,3,3,4,2,5,1,1,5,5
#965AEB27,70,A11328856,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,4,3,3,3,2,2,3,2,1,4,3,3,2,4,4,1,1,5,4,4,3,3,1,2,2,5,4,5,3,3,2,1,2,2,4,4,4,4,2,3,1,4,2,3,3,4,3,5,3,1,2,2,1,4,3,5,5,2,2,2,3,1,4,4,1,1,1,5,2,2,5,5,3,3,2,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3,3,3,2,3,1,2,3,2,3,3,2,4,3,3,4,4,3,5,NA,5,5,4,4,1,3,2,NA,NA,NA,NA,NA,NA,NA,2,4,5,NA,2,4,1,2,3,3,3,1,5,4,1,4,4,4
#966C1EE4,55.5,A11908353,149,2,2,1,1,3,3,2,5,3,2,1,3,4,3,3,3,1,1,3,3,5,2,2,4,4,4,4,4,2,1,4,1,1,4,4,4,3,3,1,5,1,2,2,4,4,5,2,1,2,2,4,4,4,4,2,3,2,1,1,3,3,3,5,1,1,1,2,2,1,4,3,1,1,5,2,2,2,2,2,2,1,1,3,4,2,2,3,3,3,3,2,2,2,4,4,3,3,1,1,1,1,4,4,3,3,3,3,1,2,3,3,2,3,3,2,2,4,4,4,4,3,3,3,3,5,1,1,1,4,4,2,2,4,3,3,2,1,3,1,1,2,2,1,5,4,5,3,3,2,2,3,3,2,4,1,1,4,4,4,2,3
#969F1F16,32.5,A10975398,251,2,2,1,1,3,3,3,3,3,2,1,3,3,4,3,3,2,4,2,2,2,2,1,3,4,4,4,3,1,1,4,2,1,5,2,4,2,5,NA,NA,NA,NA,3,4,4,4,3,1,3,2,4,NA,4,4,5,3,2,2,3,NA,4,2,1,4,4,1,2,2,1,4,3,4,4,4,3,4,2,2,1,4,2,1,NA,NA,NA,NA,NA,NA,2,3,3,2,2,4,4,1,1,3,4,5,2,4,1,2,NA,2,NA,1,1,2,1,2,2,4,4,4,3,3,3,1,NA,3,2,2,1,NA,2,2,1,NA,NA,2,2,1,NA,1,1,1,2,1,3,2,4,1,1,5,2,4,2,2,4,3,3,3,2,2,3,2,3,2,NA
#96A792A3,63.5,A91081419,135,2,2,3,1,3,3,2,3,3,1,1,3,3,4,3,3,5,NA,2,2,2,2,1,3,4,4,4,3,1,1,4,2,1,NA,NA,NA,3,3,2,2,3,2,2,5,2,2,2,1,2,2,3,3,2,2,2,4,1,2,3,4,4,2,1,4,4,1,2,2,1,4,3,4,4,4,2,4,1,2,1,4,2,1,3,4,2,1,5,4,2,3,3,2,2,4,4,1,1,3,4,5,2,4,1,2,NA,2,NA,1,NA,2,1,3,5,4,4,3,2,2,3,2,3,3,2,2,2,3,4,2,3,1,1,1,1,1,1,NA,NA,3,1,1,4,3,4,2,2,5,2,4,2,2,1,3,3,2,3,4,3,3,1,4,2
#96A7CFFE,68,A99027272,88,2,2,4,1,1,3,2,5,5,1,1,3,3,1,3,5,4,4,3,3,2,5,5,4,4,4,3,3,2,4,4,1,1,1,4,4,3,3,1,1,5,NA,3,3,5,3,2,NA,1,1,4,4,2,4,2,3,2,1,1,3,3,3,3,4,3,NA,1,NA,1,4,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,5,3,3,2,3,3,5,4,2,2,2,2,NA,1,3,3,1,1,5,3,1,2,3,3,5,2,3,2,2,3,2,4,4,2,3,2,2,3,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,5,4,5,3,3,1,3,3,2,4,3,3,1,3,2,2,3,1,3,2,2
#96AEF3CB,56.5,A12237239,136,2,2,1,1,5,3,2,3,5,5,1,1,3,5,3,3,4,4,3,3,5,1,5,5,4,4,3,3,2,3,4,2,1,NA,4,4,2,3,2,2,2,3,2,4,5,5,5,1,2,2,5,4,4,4,2,3,5,2,1,3,3,1,1,4,4,2,2,3,1,4,3,2,1,4,1,2,2,2,4,4,2,1,3,4,2,2,4,5,2,3,2,2,2,5,4,2,2,3,3,3,1,3,4,1,1,5,3,2,2,3,3,3,1,3,2,2,2,2,3,3,3,3,1,1,1,3,3,3,4,2,2,4,4,3,2,2,1,1,2,2,4,5,5,5,2,5,3,3,2,2,2,4,4,3,3,4,4,1,4,4,3
#96B10126,83,A12072658,10,2,2,3,3,3,3,4,3,3,1,1,3,3,1,3,3,2,2,3,3,3,2,1,4,4,4,2,5,2,4,4,2,1,4,4,4,2,3,1,2,2,4,5,4,4,4,2,1,3,3,4,4,4,4,2,3,5,1,1,3,3,4,1,2,1,1,3,2,1,4,3,1,1,4,1,1,2,2,4,4,1,2,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,4,4,3,4,3,3,5,5,2,1,3,3,1,3,3,2,2,2,2,2,3,2,4,2,3,5,5,1,1,5,2,2,1,4,3,3,2,2,1,1,1,4,4,5,4,4,5,2,2,3,1,3,3,3,3,2,2,3,1,1,2,3
#96B34E6B,81,A11316156,80,2,2,3,4,3,2,1,3,3,2,2,3,3,5,3,3,4,4,4,4,2,2,2,4,4,4,3,3,1,NA,NA,NA,NA,1,1,4,3,3,1,2,4,3,3,4,4,3,2,1,2,2,4,4,4,4,2,3,5,1,1,3,4,1,1,4,3,NA,2,3,4,4,3,4,4,4,4,4,2,2,4,2,1,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,4,NA,NA,2,4,3,3,3,3,5,4,2,5,5,4,4,1,4,3,4,2,1,1,1,1,5,5,5,NA,NA,NA,1,2,3,3,4,3,2,2,1,4,1,3,3,1,NA
#96C6C191,50,A12057408,191,2,2,4,4,1,3,3,3,3,2,1,3,3,3,1,3,5,4,3,3,3,5,5,5,4,3,3,NA,1,3,4,2,1,5,1,4,3,1,2,1,1,2,3,4,1,5,2,1,2,2,5,4,4,4,2,4,1,2,1,3,3,5,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,4,4,2,2,2,2,2,4,4,3,3,4,4,4,4,1,3,1,1,1,3,1,2,3,3,NA,2,2,2,2,1,4,3,3,4,4,2,2,3,2,4,3,2,NA,NA,2,2,4,1,2,1,1,1,1,1,5,4,4,4,5,2,3,3,3,4,4,2,2,1,4,3,1,1,3,3
#96CECA92,68,A12002694,46,2,2,2,1,3,3,4,3,3,2,1,3,3,1,3,5,2,2,2,3,2,2,5,4,4,4,3,3,2,1,1,1,1,5,4,4,3,3,4,2,4,2,4,3,4,3,2,1,4,4,4,4,4,4,2,3,2,4,1,1,1,3,5,3,1,NA,4,2,3,4,3,4,4,2,1,2,2,2,1,3,1,1,2,1,2,2,5,4,3,3,2,3,3,5,3,2,1,1,3,1,1,3,4,1,3,1,1,1,2,2,2,1,3,3,2,2,4,2,3,3,3,3,2,2,2,1,2,2,4,2,2,1,4,2,2,2,1,1,2,1,3,2,5,2,4,5,4,3,3,3,4,3,3,3,1,2,3,4,1,1,4
#96D5EAA9,68.5,A12255272,53,2,2,1,1,3,3,2,3,3,NA,1,3,3,3,3,NA,5,5,3,3,2,2,2,5,4,4,4,3,1,2,3,3,1,4,4,4,4,4,1,2,3,4,NA,4,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,2,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,2,1,5,2,NA,5,3,2,4,3,2,2,1,1,2,3,3,3,2,3,3,5,1,1,2,3,3,2,2,2,2,2,3,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,3,2,NA,1,1,1,1,5,5,2,2,5,1,3,2,4,3,3,3,2,1,4,4,1,NA,5,4
#96DB135E,80.5,A11450200,34,2,2,1,1,3,3,2,3,3,1,1,3,3,1,4,3,4,3,3,3,2,2,1,4,4,4,3,3,1,4,4,1,1,4,4,4,3,3,1,2,2,3,NA,4,3,3,2,2,1,2,4,4,4,4,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,4,3,5,5,4,2,2,2,NA,4,NA,2,2,4,4,2,2,3,5,3,3,2,2,2,2,4,2,1,1,1,5,2,3,NA,1,3,3,3,2,2,3,1,5,3,3,2,2,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,1,3,4,4,3,NA,3,4,4,4,3,1,4,5,NA
#973661C0,35,A08928786,259,2,2,1,1,2,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,4,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
#973679D8,36.5,A10111019,257,1,2,2,2,3,4,2,3,2,2,1,3,3,3,2,3,4,4,2,3,2,NA,3,5,2,4,1,3,1,1,1,5,5,2,3,NA,3,3,3,2,3,3,3,4,1,4,2,2,3,3,3,3,5,5,3,3,3,2,2,1,1,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,2,1,5,1,1,3,1,1,3,3,1,1,3,3,4,2,3,3,1,3,5,5,1,2,1,1,3,1,3,NA,1,2,2,1,1,2,4,3,3,1,1,1,1,1,1,1,4,3,1,1,4,NA,5,1,1,3,3,4,4,4,5,1,4,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
